,augmented_text,label
37,That I just went to work this morning it sounds a lot of fun I made a super bowl and a new cup can t tell you pictures bc they still talk to me fired i was wondering if there was,monetary_issues
38,"Hello, I just went to this this morning so was your lot of fun i made a new bowl and a new cup can t send you pictures yes still no need to be fired my mind wondering if there was a",monetary_issues
39,Hello I just went over this this morning it was a lot more fun they made a new bowl and a new cup can t send you pictures bc they also need to be fired i keep wondering when there was ,monetary_issues
40,"Hello I bought two tickets, three of which were by me like the winter ai camp the first ticket was when I was able to do an accidental wish for alexander ai camp.",monetary_issues
41,"Hello, I bought two contracts first of which was a coincidence with the last training camp the second ticket also am i able somehow refund the accidental one sincerely alexander k.",monetary_issues
42,"Hello, we traded our tickets one time which were no accident for the other ai camp the accidental ticket was just i was able to refund the accidental one sincerely alexander m.",monetary_issues
43,First I bought two books first of these was by accident for tomorrow winter ai camp the accidental ticket was so worthy to return the older one to alexander k.,monetary_issues
44,"Hello, I bought two extra tickets which were by accident for playing spring training camp you accidental ticket i am too able to refund the accidental one sincerely sorry [UNK].",monetary_issues
45,And I want the tickets one of these are you alone for the winter ai camp each other ticket was mine i was able to refund the accidental one sincerely alexander k.,monetary_issues
46,"Hello, I bought two each one of which failed to accident for the winter around camp me first ticket was am i able actually get the accidental one also sincerely knnnnnnnnnnnnn",monetary_issues
47,Hello everyone think two plus one of us was by itself for the winter but the accidental ticket was am i able to see the accidental card sincerely alexander k.,monetary_issues
48,I canceled the subscription just last month however I haven t been attending class for all last few months or so and I forgot I remained my instructor now since I don't have access to discord anymore i wish we could,monetary_issues
49,I canceled the subscription just last month however I haven t been attending class for the last few months or so i believe I remained my instructor since I don t have access to discord anymore i wish we could have,monetary_issues
50,I canceled the subscription just last month however I haven t been attending this for the last few months or so i believe I remained my instructor since I don t have yet to discord anymore i wish we could have,monetary_issues
51,I canceled the subscription just last month however would haven hardly been attending class for it last few months or so i believe i remained my instructor since I don t have access to discord anymore i wish we could,monetary_issues
52,I canceled the subscription just last month however I haven t been attending class for the last 6 months or so and believe I remained my instructor since I don t have access or discord anymore honestly wish we could have had ,monetary_issues
53,I canceled that subscription earlier last month however I haven't been attending class for the last few months or so i believe I owe my instructor still since I don't have access but discord anymore i wish we,monetary_issues
54,I canceled the subscription just last summer however I haven t been attending class for the last few months or so i believe I remained my adviser since I don t have access to discord anymore i wish we could have,monetary_issues
55,I canceled the subscription just last month however I haven t started attending again for the last few months or so just believe they remained my instructor since I don t have access to discord anymore i wish we could have had,monetary_issues
56,"Unfortunately, I quit your ai camp a while back and ordered to pursue other interests a couple months after I ended my subscription using the yakov login option however I am still continuing to be charged smiling and see if",monetary_issues
57,Hello but quit attending ai camp a while back in order to explore other interests a couple months ago she canceled my webster using the original login times however I am still continuing to remain charged smiling to retainers which one can,monetary_issues
58,"Hello, I quit my camp a while back in august to review multiple projects a couple months ago I canceled my project using the webster login option set but am still here to be charged smiling to see if we can cancel it",monetary_issues
59,"After I quit attending school and a while back in order to pursue other interests, I quickly canceled our subscription using the webster login option however I am still continuing to be charged questions to you if we can cancel it for these courses",monetary_issues
60,Hello michael quit attending ai camp a while back in america to pursue other interests the couple weeks in I canceled my subscription using the webster login option however I am still continuing to be charged enough to see ,monetary_issues
61,"Hello, she contracted the ai camp earlier while back in order to pursue other interests a couple recently ago I canceled my subscription using the webster login option however I am still continuing to be paying cash to see if someone can",monetary_issues
62,"Hello, I quit attending training camp 1 century ago in order to also seek other interests and couple while ago I canceled my entries into the webster login option however I am still continuing to be charged smiling to see her we can cancel it for",monetary_issues
63,"Hello, I quit attending ai camp a break back on january to pursue other interests a couple months ago i canceled my subscription using the private login option however I am still continuing to be charged smiling jame",monetary_issues
64,Either have you on payment method or use our new card to reply from midnight monday onwards sorry for this inconvenience thanks!,monetary_issues
65,We have updated the payment method please bring the new door to exit from your office ok sorry if any inconvenience thanks.,monetary_issues
66,I just approved the payment method to use the credit card please offer you this dear me sorry for the inconvenience thanks so much!,monetary_issues
67,I have a computer and basic authentication system please use the new card please avoid from this case oh sorry for the inconvenience thanks!,monetary_issues
68,I have updated a schedule and please find the new card to keep around this month also sorry for our interruption thanks so much!,monetary_issues
69,I actually delivered the payment machine... use the new one to bill from half time onwards talk about the inconvenience thanks surestly.,monetary_issues
70,Mine has updated the bank payment method please use the new coins to bill us next day onwards sorry for our misunderstanding thanks yourself.,monetary_issues
71,"I already updated my payment method, please use the bank card card bill from that month or just for the confusion but the best solution is to use the bank card card bill from that month.",monetary_issues
72,m rich thank charity what s right we wish to compete with the program and the partial answers i you can refund us aldrich one so forward to it thanks take care!,monetary_issues
73,A rich thank you that s great but wish can continue our public lawsuit and the partial scholarship and you can refund your allocation but looking forward to it thanks all.,monetary_issues
74,"Hi rich, thank everyone that we wish to continue with the program and added a partial scholarship and there are refunds on Aldrich and a forward all it thanks gale.",monetary_issues
75,Hi son thank you it s great we wish you continue with our program and the partial fees and pay welcome refund mr aldrich is looking out for our thanks gale.,monetary_issues
76,In rich thank you that s great to want to continue with a program for the partial scholarship and we should refund them. Aldrich is looking best for it.,monetary_issues
77,Hi rich love you how great you are in wish to continue with his program and with partial scholarships do he always call us aldrich is looking forward to it thanks gale.,monetary_issues
78,"Hi rich friends, yes that are great, we wish to continue on the suction and the partial scholarship, but anyone can forgive us. Aldrich is your set to it thanks gale.",monetary_issues
79,"Hi rich, thank you for helping me continue with my program and your national scholarship should really have refunded me all is looking forward to it thanks gale.",monetary_issues
80,"Hi, we would like to cancel this or get a special refund my son applied for the program but we bought this us rent a place your webster says the reservation fee is refundable the course we still want to go if ",monetary_issues
81,"Hi, you should like to cancel this and get a refund my webster applied that the club but we bought this to reserve a month your webster says the promotion fee is refundable of course we still want to go if ",monetary_issues
82,"However, we would like to cancel this they get a refund by son applied for the scholarship if we require this to reserve a place your wife says the reservation fee is refundable damn course we still want to go if he",monetary_issues
83,dan we would love to cancel tonight and get a refund my son applied for your scholarship but we bought this to save our place your webster says the reservation fee is refundable of course we still want to go if he accept,monetary_issues
84,"Hi, we would like to cancel this and get a refund my son accepts for the scholarship but we bought just to reserve this place your webster says the reservation fee is refundable of course you still want to go if he",monetary_issues
85,Hi we also too cancel this and get a refund my son applied for the scholarship but we bought this to reserve a fee your webster says no transfer fee is refundable of course we still want to go if he ears the,monetary_issues
86,"Hi, we would like to cancel this and get a refund my son applied for a university scholarship but we bought him to know a place your webster says the registration fee is right of course you still want to go if ",monetary_issues
87,Now we would like to cancel this and purchase a refund my son applied for the scholarship and we bought this to help a place your webster says the reservation fee is there of course we still want to win if he ears the,monetary_issues
88,"Hello, I recently came over for the ai immersion program and I wanted to know when you cancel the charge on my card and still ensure all I go through the day free trial before I am killed for the week program please let me know",monetary_issues
89,"Hello, I recently signed up for our ai immersion program but I have to know how exactly cancel the charge on my card and ensure that I am through the time free trial before I am killed for that week program please let me see ",monetary_issues
90,"Hello, I am up for the ai immersion experiment so I wanted to know how to cancel the charge on my watch and ensure that I go through the first free trial before I am killed for the medical program. Please let me know ",monetary_issues
91,"Hello, I recently signed up for the ai immersion program and wanted to demonstrate how to cancel the charge on your card so ensure that I go through everything following the free trial when I am killed for the card program please let me know ",monetary_issues
92,"Hello, I recently signed one called the community immersion program and I wanted to know how to cancel the check on my card and ensure that I go through the day free trial where I am killed for the week but please let me hear if this",monetary_issues
93,Now I recently partner up for the Chinese immersion program and I wanted to know how to cancel the charge on my card and ensure that I go in the isa free payment before my am killed for the week yes then let me know if this,monetary_issues
94,"Hello, I recently signed up into the rehabilitation program program and just wanted to know how to cancel the charge on my card and ensure will I go through 40 day free trial before I am killed for 30 week program please let him know if this",monetary_issues
95,"Hello, I got moved up for the ai immersion program and I asked to know how to cancel the charge on my card and ensure that you go through the fee after trial before I am killed for another week program. Please let me know",monetary_issues
96,"Hello, I am currently in Turkey and was planning to join ai camp using my grandmother s internet unfortunately the internet connection where I live was significantly worse than I anticipated. I attended online classes for two days and could not stay awake to",monetary_issues
97,Hello I am currently in turkey and was planning to join the camp using my grandmother's phone internet unfortunately the internet connection where people live cost significantly worse than i anticipated i attended online classes for six days and i could not sit connected,monetary_issues
98,Hello when I am currently in Turkey and was planning to join you though using my grandmother's internet unfortunately the internet connection where I live is significantly worse than I anticipated. I attended online classes for two days and often could not stay connected to the,monetary_issues
99,"Hello, I am currently in Turkey and was planning to join ai camp using my grandmother's internet unfortunately the web connection where I live is significantly different than i anticipated i attended online classes for two days and i could not",monetary_issues
100,"Hello, I am currently in Turkey and was planning to join a camp using my grandmother's internet unfortunately the internet connection where I live is significantly worse than anything anticipated i attended online classes here two days and i could not stay connected",monetary_issues
101,"Hello, I am currently in Turkey and was planning to join my camp using my grandmother's internet unfortunately for internet connection where i worked is significantly worse than i anticipated i taught online classes for two days and i could never stay",monetary_issues
102,"Hello, I am currently in Turkey and was planning to join ai camp using our personal internet unfortunately the internet connection as i live is significantly worse so I anticipated attending these classes for two days and I could not stay connected to the call",monetary_issues
103,"Hello, I am currently in Turkey and was unable to join ai school using my grandmother's internet unfortunately the internet connection where I live is significantly worse but I anticipated attending internet classes for two days and I could not stay connected or",monetary_issues
104,"Hello, I hope you are having a lovely summer, but I wanted to ask about the suspension. I was enrolled in the sd ai conceptual course classes that they scheduled to start on may but it was canceled so",monetary_issues
105,"Hello, I hope you go having a free summer, but I wanted to know about their suction value. I was enrolled in the sd ai conceptual course classes that they scheduled to start on may 2017 it got ",monetary_issues
106,Hello she hope you are having a lovely summer but I wanted to ask about the suction previously i was enrolled in ai conceptual course classes that was approved to start on may but happened not and was paid in suction for,monetary_issues
107,"Hello, I hope you are having a lovely present but I wanted to ask about the suspension previously I was enrolled with more ai conceptual course classes that was scheduled to start on may but it happened late but I paid for that course",monetary_issues
108,Yesterday I said you are having a lovely summer but I wanted to ask about the suction details. I was enrolled in sd ai conceptual on tonight that was scheduled to go on may but it was canceled and I,monetary_issues
109,"Hello everyone, I hope everyone is having a lovely summer! I was enrolled in coming ai conceptual course classes that will start on may but it was canceled and barely paid for that course in a possible replacement course that I",monetary_issues
110,"Hello, I hope we are having a lovely summer but I wanted to forget about the calendar. I was enrolled in sd ai in course classes which became schedule to start on may but it was canceled as I paid",monetary_issues
111,Hello i hope eyes see having a lovely summer but I wanted to stress about the suction previously I got enrolled in another ai conceptual course classes that were scheduled to begin on may but they were canceled and I brought in,monetary_issues
112,"Hi Michael, her husband would like to remind him we pay the fee and could you attend the last one just in case it becomes required?",monetary_issues
113,"Hi Michael, my husband would like to ask if we covered the fee tonight and could not drop our summer one just for summer. Can this be acceptable?",monetary_issues
114,mr michael My husband would like to you could he pay the fee now and could not attend at summer weekend just in mind will that seem fun?,monetary_issues
115,Aunt Michael and husband were like to know if we pay the fee now so could not attend the festival one year in hope that it be refused to attend.,monetary_issues
116,"Like father, my husband would have to ask that we pay the fee back and if you attend the summer one, where by case will it be refused for?",monetary_issues
117,mr michael my daughter would like to ask if we pay a fee now and not get the second one just the case that this be refused.,monetary_issues
118,Hi and my secretary would like but explain if there is a fee now and could not attend for summer one for this case will it be refused thanks yes.,monetary_issues
119,"Hi miss, my wife would like to ask if we pay our fee too and better not attend for summer one just before summer will it not be refused thanks for the information.",monetary_issues
120,Why does Michael if I pay the fee do we need to rent to another you a fact could it be related to another batch?,monetary_issues
121,Only Michael for that pay the fee now and we need only apply to another batch per case could it not be created on another batch.,monetary_issues
122,Why then if I pay the fee now and we had to send over another because any case could even be created to another batch.,monetary_issues
123,"Thanks Michael, if I pay the fee now and the need changes so another batch in august could stay over created at another.",monetary_issues
124,"Thanks Michael, now I charge this fee tomorrow and we need this change to another batch while here should it be created to another batch.",monetary_issues
125,"Thanks Michael, I pay the bills now and just need to hire her another account in case it could be interpreted as another batch.",monetary_issues
126,"Thanks Michael, if he pays the fee I and we need to turn over another batch in November shall I be shifting to another batch?",monetary_issues
127,"Thanks Michael, if I pay the fee fee and would need to get with another batch in here, could I be changing to another batch?",monetary_issues
128,"Hi Flex, may we finally question you why I paid the reservation fee now should my son register himself online as well?",monetary_issues
129,Ask mamma may I also ask you if I paid the reservation fee and should my aunt husband speak for now as well?,monetary_issues
130,"Hi Michael, may I also see Paul if I paid a reservation fee and should we guest register online tomorrow as well?",monetary_issues
131,And Michael may me also ask you if I paid his reservation fee now on my account register online as well as you.,monetary_issues
132,"Hi Michael, will I also pass them if I have the reservation fee now should a son register right now?",monetary_issues
133,"Hi Michael, may I also from dad how I paid the reservation fee now my little son register online and...",monetary_issues
134,"Hi Michael, may I also ask you if you even paid the fee so now allow my son to tour online now should he choose?",monetary_issues
135,"Hi Michael, will I also remind you if I paid the reservation fee now let our son go online as not to worry.",monetary_issues
136,Hello thank everyone for your wonderful program katherine enjoys it very much as she is too busy finishing her own work so now she is going to try to stop everyone session when is her last paid for it thank you aunt li,monetary_issues
137,Hello thank you for your wonderful program katherine enjoys it too much unfortunately she is still busy with her school work so julie is keen to stop the flow when is her last favorite online school thank you julie l,monetary_issues
138,Hello thank you most for your wonderful program katherine loves basketball very much unfortunately she is too busy with her social work so she is going to stop the writing katherine is her last paid for class would be julie ,monetary_issues
139,Education would you for your wonderful program mike enjoys it very much unfortunately she is too busy with their school project now she is going to have to stop the lessons when taking her important lesson for lunch thank you julie li,monetary_issues
140,Hello thanks him for your wonderful program katherine enjoys it very much unfortunately she is too busy not finishing school assignments so she is going to run work stop evening lessons now is her last paid for class for you julie l,monetary_issues
141,Hello now you start your credit program katherine enjoys studying very much unfortunately she is too busy for her school work so she has just stopped the lessons when is she last paid for class love you julie li.,monetary_issues
142,Hello thank you and that wonderful program emily enjoys herself very thoroughly unfortunately she gets too busy with her school work so she is going to have to stop the lessons when is our last paid private class thank you julie!,monetary_issues
143,Hello thank you for the wonderful program katherine enjoys adventures throughout seriously unfortunately she is always busy with a school exam so she is going to have to stop the lessons when finishing her last hour for class will you julie ,monetary_issues
144,Dear ai camp we would like to cancel my daughter charlotte lee's subscription as of today please don't bill my chase credit card ending in on october 18 the last auto payment of was made on,monetary_issues
145,Dear ai camp we would like to make a formal request to cancel my daughter charlotte lee's subscription as of today please don't bill my chase credit card ending in on october th the,monetary_issues
146,Dear ai camp we would like to make 1 formal request to cancel my daughter charlotte lee's subscription as of today please don't bill me chase credit card ending in on october th the last,monetary_issues
147,Dear ai camp we would like to make a formal request and cancel my daughter charlotte lee's subscription as of today please don't bill my chase credit card ending in on october th the,monetary_issues
148,Dear ai camp we would like to cancel my daughter's subscription as of june please don't bill my chase credit card ending in on october th the last auto payment of was made on september,monetary_issues
149,Dear ai camp we would like to make a formal request please cancel my daughter charlotte lee's subscription as of today please don't bill my chase credit card ending in on october th the,monetary_issues
150,Dear ai camp we would like to make a formal request to cancel my daughter charlotte lee's subscription as of today please don't bill my chase credit card ending in on october th the,monetary_issues
151,Dear ai camp we would like to make a formal request to cancel my daughter charlotte lee's subscription as of today please don't bill my chase credit card ending in on october th the,monetary_issues
152,"Hi, I was wondering when I can expect to be reimbursed about this about you.",monetary_issues
153,And maria was wondering when I can expect to sit down for my thank you all veranda.,monetary_issues
154,So I am exploring whether I can expect to be reimbursed for this on your veranda.,monetary_issues
155,"Hi, I be wondering when the best expect to be reimbursed are you worthy?",monetary_issues
156,"Hi, I was wondering of as shall expect you to be reimbursed back this thank goodness veranda.",monetary_issues
157,"Hi, I just wondered when men can expect to be arrested for your shit a veranda.",monetary_issues
158,"Hi, I was wondering who we may expect to be reimbursed from this dear you.",monetary_issues
159,"Hi, I called expecting when I can claim to have been reimbursed on this thank you yourself.",monetary_issues
160,"Come again, I will be required to know if this hasn't been enough final talk about whether or not the refund shall be processes thank you emperor mavra.",monetary_issues
161,"Hello Julia, I finally wanted to know how there has been some final decision about whether and never a refund can be processes thank you very much.",monetary_issues
162,Once again they never wanted to know... it has been a final conversation about whether or not his refund can get processes thanks doctor mavra.,monetary_issues
163,... again I will want to know if there has been a final decision as to whether otherwise his project can remain processes please you raihana mavra.,monetary_issues
164,Hello again but just wanted to question if it has been a possible conversation about whether or not the work can get accepted by you raihana mavra.,monetary_issues
165,Check again i just wanted to know if there ever got another final misunderstanding about when or not any item must be processed thank you raihana mavra.,monetary_issues
166,"Hello again, I genuinely wanted to know before there has been a final word regarding whether or not another privilege can be extended for you raihana worthy.",monetary_issues
167,"Hello again, I just began to know how there has remained a clear decision about whether or not the refund might be placed thanks to yours fan forever.",monetary_issues
168,"Hello, I just want to ask again whether I would be expected to get a refund from the sd ai conceptual course with still long they would have one may I understand that the replacement course that I am put in getting started",monetary_issues
169,"Hello, I just wanted to ask again if I would be able to get a refund from the sd ai conceptual course in wen long that would have happened may i understand only the replacement course that 5 am",monetary_issues
170,"Hello, I just wanted to ask again if I did be able to get a refund from the sd ai conceptual course with still long that would have started. I understand that the college course that I also put in",monetary_issues
171,And I just want to ask him if I would be able to get a refund from the sd ai conceptual course with xiv long that would go started may i understand that the replacement course that I,monetary_issues
172,"Hello, I only wanted to ask further if I would be able to get another refund from the sd ai conceptual course with still long that would it started may i understand that the replacement course that I would put in",monetary_issues
173,Now I just wanted to ask myself when I would be able to have a refund from the sd ai conceptual discussions with still long that would have been may I understand that the pp replacement course that I am put in,monetary_issues
174,"Hello, I just wanted to ask again if I would be able to get a refund from the sd ai path course with still long that cannot have occurred so I understand that the replacement course that I am put in",monetary_issues
175,"Hello, I also wanted to ask again if I would be able to get a refund from the sd ai conceptual course with still long it would have started. I heard that the replacement course that I am put in",monetary_issues
176,Thank you so very much for your scholarship sorry i already paid the course fee please see my link status is the refund at be done let me know if I need to do anything in my end meetings with balsam areas days.,monetary_issues
177,Thank you a little for the scholarship offer i already paid the course fee please see attached receipt how will the test be done let me inform if anyone wants to improve anything in my life thanks by balsam al days.,monetary_issues
178,Thank everyone very much for the scholarship but I already paid the course fee online see attached receipt how is the acceptance process done let me know how I had to drop anything in my end thanks again armed bin days.,monetary_issues
179,Give all your much about the scholarship offer i already paid the course fee and see attached receipt how is any refund process followed let me know if I need to do anything during my end quest again professor al days.,monetary_issues
180,Thank you so much for that scholarship case i already paid and required fee just like attached receipt how is the path very recently done let me know if I need to do anything in my end thanks again balsam al days.,monetary_issues
181,Oh and so gladly for your kind offer i already paid the course fee please press attached receipt how will the refund process be done let you know someday i need to do anything in my future thanks again balsam al days.,monetary_issues
182,Thank you very much for the financial offer i already paid the course fee please see attached receipt how would your refund process be improved let me know if anything needed too add anything in my end tested again balsam khan days.,monetary_issues
183,At once so much to the scholarship offer of already paid the course fee please see attached receipt how is the refund process done helping me know why I need to do good in my end games with al al days.,monetary_issues
184,"Hi john yes, this time a mistake is there anyway i can only stay the one it be refused towards you for your concern everyone.",monetary_issues
185,Big Joe yes this is not a mistake is there anyway i can now order the plane and be polite thank you for this progress john nicholson.,monetary_issues
186,Hi dad thought this was a mistake over there somewhere they can cancel order the one word go refused to you for your faith john nicholson.,monetary_issues
187,"Hi rich yes, it was a mistake is there anyway we shall know if the one of be refused with you to your help ben nicholson.",monetary_issues
188,"Hi rich, sorry i was a mistake, you sure someone I can cancel after the one and be free thank you for valuable advice john nicholson.",monetary_issues
189,Hi rich yes some was a mistake is there anyway he can cancel out the police and be useful to you on your help with...,monetary_issues
190,"Hi Tom yes, this was some surprise, could he anyway? john can cancel order the one better be polite thank you for your help john please.",monetary_issues
191,Hi ellis yes this was a problem is there john i can order order and food over no refused thank you by your help john nicholson.,monetary_issues
192,"Hi, my son looks grown up entering th grade this fall and interested in practicing ai when I pick him up for week 2 immersion free trial membership when does he receive his private lesson before his free trial is over once free trial",monetary_issues
193,Hi my son is a year old entering th grade this way and interested in beginner ai program i signed him up for a week on immersion free trial then when does he receive his private reaching before his free trial is,monetary_issues
194,"Hi, my son is entering th grade this fall and interested in beginner ai program. I signed him up for a week on immersion free trial membership when does he receive his private lesson before his free trial is over or free",monetary_issues
195,"Hi, my son is entering th grade this fall and interested in beginner ai program most signed him up for week the immersion free trial membership when does he receive his private lesson before his free test was over once free trial is over",monetary_issues
196,"Hi, my son is entering th grade this fall and interested in beginner ai when I signed him on for a week on immersion free trial membership when does he receive his final lesson before his free trial is begun once free trial",monetary_issues
197,"Hi, my son is entering th grade this fall and interested in beginner ai program. I signed him up for a week on time free trial membership when does he receive his private lesson before his free trial is over once free",monetary_issues
198,"Hi, my son is entering th grade this fall and interested in beginner ai program. I signed him up for week 9 immersion free trial membership when does he receive his private lesson before his free trial is over once free trial is",monetary_issues
199,"Hi, my little son is entering th grade this fall and interested in my beginner therapy program. I signed him up for a week nine immersion free trial membership when does he receive his private lesson before his free trial is over once free",monetary_issues
200,"Hi, michael, I said in this last session that we cannot decide what to do now since you will only refund the money, which is very rare. I also said leave the credit in my account and we will use without credit",monetary_issues
201,anne ann michael i said in our usual conversation that we cannot discuss what to do now since you have not refunded the account which is very rare i said leave the credit in my account however we will use,monetary_issues
202,Hi ann michael i said in our last conversation that we cannot decide what to do tonight since you will not refund any money which is very rare so said leave any credit inside my account and we will use that credit either for,monetary_issues
203,Ann ann michael they said in our email conversation earlier we shall decide what to do now since joe will not refund the money which is very rare i may leave the credit in my account and we will use that,monetary_issues
204,Hi ann michael i said in our last communication that we cannot decide what to do now since you should not refund your money which is very special i said leave the credit in the account and you will use the credit either,monetary_issues
205,Hi ann michael i said in our last conversation that we cannot decide what to do now since you only often refund the car which is very rare i said leave the credit to my account and we will return his credit either,monetary_issues
206,Hi ann michael i swear despite our last conversation that we cannot remember what to do now and you don't refund the money which is very rare mother said withdraw the payment in my account and we will use that credit,monetary_issues
207,Hi grandfather michael i said in this last conversation that we cannot decide what to do now since bill will not refund me money which is very rare i said leave the money in my account since we cannot use that credit either for,monetary_issues
208,Hello hello name is anti loculi and I already accepted to the ai camp for this summer i know today is the last day to get pay for it oh is there any indication you guns could extend that deadline until may ,monetary_issues
209,"Hello, my name is anti loculi and I was accepted to the ai camp for this summer. They know today is the last day to register and pay for entry but can there be any way you could extend that deadline until may 24",monetary_issues
210,"Hello, my name is anti loculi and I was accepted to the ai camp for this summer. I know today is your last day to register me for school, but is there any way you could extend that deadline until may th",monetary_issues
211,Hello my name is anti loculi and I was accepted to the ai camp of this summer i know today is the last day to register and pay for it but is there any way you could extend that deadline until may 2006 for that,monetary_issues
212,Hello my name is anti loculi and I was accepted to the ai camp for this summer we know it is the last day to register filling out them but are there any ways you could extend that deadline until may th for me,monetary_issues
213,Hello my name is anti loculi and I was accepted to the ai camp for this summer. I said today is the last day anyone makes pay for it but is also any way you could extend that deadline until may th for me,monetary_issues
214,"Hello, my name is anti loculi and I was accepted by the ai camp for this summer no know today is the last year to prepare me for it though is there any way you could extend that deadline until may th for me",monetary_issues
215,Actually my name is anti loculi and I was accepted to the ai camp for this smelter people know today is the last day to register and pay for it but is there any way you guns could extend that deadline by may,monetary_issues
216,Good afternoon my name is Daniel Richardson and I am interested in getting ai camp offered during the smelter. I was wondering whether our suction has to be paid within full or can it be monthly i thank ,monetary_issues
217,Good afternoon my name is Daniel Fascia and deeply am interested in the ai camp offered during their smelter okay was asking if the suction has could be paid in full or can he get monthly payments thank you,monetary_issues
218,Monday afternoon my name is daniel fascia and I am interested in the ai camp offered during the summer i was feeling maybe some suction is to be reached in full or can they start monthly... thank you,monetary_issues
219,"Good afternoon my name is Daniel and as I am covered in the insurance bill offered during the summer, I was asked if my fee has to be paid in full. Thank you in advance.",monetary_issues
